	 1 		 1
	 0 		 1
	 1 		 1
	 1 		 1
	 0 		 1
	 0 		 0
	 1 		 1
	 0 		 1
	 0 		 0
	 1 		 0
	 0 		 0
	 0 		 0
	 1 		 1
	 1 		 1
	 0 		 1
	 1 		 1
	 0 		 0
	 0 		 0
	 1 		 0
	 0 		 0
	 1 		 0
	 1 		 0
	 0 		 1
	 0 		 0
	 0 		 1
	 0 		 0
	 1 		 1
	 1 		 0
	 1 		 1
	 1 		 1
	 1 		 1
	 1 		 1
	 0 		 1
	 1 		 1
	 0 		 1
	 1 		 1
	 1 		 1
	 0 		 1
	 0 		 0
	 1 		 1
	 1 		 0
	 0 		 0
	 1 		 0
	 1 		 1
	 0 		 1
	 0 		 0
	 1 		 1
	 1 		 0
	 0 		 0
	 0 		 0
	 1 		 0
	 1 		 0
	 1 		 1
	 1 		 1
	 0 		 1
	 0 		 1
	 1 		 1
	 0 		 1
	 0 		 1
	 0 		 0
	 1 		 1
	 1 		 1
	 1 		 0
	 0 		 0
	 1 		 0
	 0 		 0
	 0 		 0
	 1 		 1
	 1 		 0
	 1 		 1
	 0 		 1
	 1 		 0
	 0 		 0
	 0 		 1
	 1 		 1
	 0 		 0
	 1 		 1
	 0 		 1
	 0 		 0
	 0 		 1
	 1 		 1
	 0 		 0
	 1 		 1
	 1 		 0
	 1 		 1
	 0 		 1
	 1 		 0
	 0 		 1
	 0 		 0
	 1 		 0
	 0 		 0
	 0 		 1
	 1 		 1
	 0 		 0
	 1 		 1
	 1 		 1
	 0 		 1
	 0 		 0
	 1 		 0
	 1 		 1
	 0 		 0
	 1 		 0
	 0 		 0
	 1 		 0
	 0 		 1
	 1 		 1
	 1 		 1
	 0 		 1
	 1 		 1
	 0 		 0
	 1 		 1
	 1 		 1
	 0 		 0
	 0 		 1
	 1 		 0
	 1 		 0
	 0 		 1
	 0 		 1
	 0 		 1
	 0 		 0
	 0 		 0
	 0 		 1
	 0 		 0
	 1 		 0
	 1 		 1
	 1 		 1
	 0 		 0
	 1 		 0
	 0 		 1
	 1 		 0
	 1 		 0
	 0 		 1
	 1 		 0
	 1 		 1
	 0 		 0
	 1 		 0
	 0 		 1
	 1 		 0
	 0 		 0
	 1 		 0
	 0 		 1
	 1 		 0
	 0 		 1
	 0 		 1
	 0 		 0
	 0 		 1
	 1 		 0
	 0 		 0
	 1 		 0
	 0 		 0
	 1 		 1
	 0 		 0
	 1 		 1
	 0 		 0
	 1 		 1
	 1 		 1
	 1 		 0
	 0 		 0
	 1 		 1
	 0 		 1
	 1 		 1
	 1 		 1
	 1 		 1
	 1 		 0
	 1 		 1
	 0 		 1
	 1 		 1
	 1 		 1
	 0 		 1
	 0 		 1
	 0 		 1
	 0 		 1
	 0 		 1
	 1 		 1
	 0 		 1
	 1 		 1
	 1 		 1
	 0 		 1
	 1 		 1
	 0 		 1
	 0 		 0
	 1 		 1
	 1 		 0
	 0 		 0
	 0 		 1
	 0 		 1
	 1 		 1
	 0 		 1
	 1 		 0
	 0 		 0
	 0 		 0
	 1 		 0
	 0 		 0
	 0 		 0
	 1 		 0
	 0 		 0
	 0 		 0
	 0 		 0
	 0 		 1
	 0 		 1
	 1 		 0
	 0 		 1
	 0 		 0
	 1 		 1
	 0 		 0
	 0 		 1
	 0 		 0
	 1 		 1
	 0 		 1
	 1 		 1
	 1 		 1
	 1 		 1
	 0 		 0
	 0 		 1
	 1 		 1
	 0 		 0
	 1 		 1
	 1 		 0
	 1 		 0
	 1 		 0
	 1 		 0
	 1 		 0
	 1 		 1
accuracy = % 56.49867374005305
precision = % 56.79611650485437
recall = % 31.03448275862069
>>> 
